Host Total Listings Count,Neighbourhood,Neighbourhood Cleansed,Neighbourhood Group Cleansed,City,State,Zipcode,Market,Property Type,Room Type,Accommodates,Bathrooms,Bedrooms,Beds,Bed Type,Square Feet,Price,Security Deposit,Cleaning Fee,Guests Included,Minimum Nights,Maximum Nights,Availability 30,Availability 60,Availability 90,Availability 365,Number of Reviews,Review Scores Rating,Review Scores Accuracy,Review Scores Cleanliness,Review Scores Checkin,Review Scores Communication,Review Scores Location,Review Scores Value,Cancellation Policy
1.0,,118,10,0,Comunidad de Madrid,28039,2,0,1,1,1.0,1.0,1.0,4,,21.0,,,1,1,1125,6,36,66,341,11,85.0,9.0,10.0,9.0,10.0,9.0,8.0,0
1.0,Fuencarral-el Pardo,120,7,0,Comunidad de Madrid,28034,2,8,0,4,2.0,2.0,3.0,4,,75.0,300.0,60.0,2,2,180,0,0,18,100,8,97.0,10.0,9.0,10.0,10.0,10.0,10.0,2
1.0,Fuencarral-el Pardo,120,7,0,Comunidad de Madrid,28050,2,0,1,1,1.0,1.0,1.0,4,,27.0,,,1,1,1125,0,0,3,248,12,98.0,10.0,9.0,10.0,10.0,9.0,10.0,0
1.0,Fuencarral-el Pardo,120,7,0,Comunidad de Madrid,28050,2,0,0,3,1.0,2.0,2.0,4,,50.0,,10.0,2,1,1125,0,0,0,0,0,,,,,,,,0
9.0,Fuencarral-el Pardo,120,7,0,Comunidad de Madrid,28050,2,0,0,7,2.0,3.0,5.0,4,,100.0,175.0,40.0,3,2,120,7,19,34,99,31,90.0,10.0,9.0,9.0,10.0,9.0,9.0,1
1.0,Fuencarral-el Pardo,71,7,0,Comunidad de Madrid,28035,2,20,0,4,1.0,2.0,3.0,4,,115.0,,,1,1,1125,12,18,38,38,0,,,,,,,,0
3.0,,34,10,0,Madrid,28035,2,1,1,1,1.0,1.0,1.0,4,,27.0,,,1,1,1125,0,10,10,139,8,93.0,9.0,9.0,9.0,9.0,8.0,9.0,1
1.0,,75,12,0,Comunidad de Madrid,28038,2,0,0,3,1.0,2.0,2.0,4,,60.0,,,1,2,1125,0,0,0,0,0,,,,,,,,0
1.0,,75,12,0,Community of Madrid,,2,0,1,2,1.0,1.0,1.0,4,,25.0,,,1,1,14,24,54,81,356,3,93.0,10.0,10.0,10.0,10.0,9.0,9.0,0
1.0,Aluche,43,9,0,Comunidad de Madrid,28011,2,14,1,1,2.0,1.0,1.0,4,,15.0,,,1,2,3,5,15,15,15,0,,,,,,,,0
1.0,Aluche,95,9,0,Comunidad de Madrid,28011,2,14,1,1,1.0,1.0,1.0,4,,17.0,,,1,1,1125,16,46,76,351,23,92.0,9.0,9.0,9.0,10.0,9.0,9.0,1
1.0,Aluche,95,9,0,Comunidad de Madrid,28011,2,0,1,2,1.0,1.0,1.0,4,,19.0,,5.0,1,1,14,9,32,47,315,193,91.0,9.0,9.0,10.0,10.0,9.0,9.0,2
13.0,Aluche,68,9,0,Comunidad de Madrid,28011,2,0,1,2,1.0,1.0,2.0,4,,20.0,,10.0,1,1,1125,12,31,43,316,21,83.0,9.0,9.0,8.0,9.0,8.0,8.0,2
2.0,,68,9,0,Comunidad de Madrid,28011,2,0,1,1,2.0,,,4,,27.0,415.0,,1,2,1125,0,30,60,151,0,,,,,,,,0
1.0,Aluche,68,9,0,Community of Madrid,28047,2,0,1,2,1.0,1.0,1.0,4,0.0,25.0,,,1,1,1125,30,60,90,365,15,93.0,9.0,9.0,10.0,10.0,9.0,9.0,0
3.0,Aluche,68,9,0,Madrid,28011,2,14,1,1,1.0,1.0,1.0,4,,16.0,,,1,1,1125,24,54,84,234,87,95.0,10.0,10.0,10.0,10.0,9.0,10.0,1
8.0,Aluche,68,9,0,Comunidad de Madrid,28011,2,0,1,3,2.0,1.0,2.0,4,,20.0,,10.0,1,1,1125,12,42,72,347,0,,,,,,,,2
1.0,Carabanchel,106,2,0,Comunidad de Madrid,28019,2,14,0,4,2.0,3.0,2.0,4,,40.0,,25.0,1,2,1125,5,18,40,41,0,,,,,,,,0
1.0,Carabanchel,106,2,0,Comunidad de Madrid,28019,2,14,0,6,2.0,3.0,5.0,4,,140.0,,,1,3,1125,0,0,0,0,0,,,,,,,,0
1.0,Carabanchel,106,2,0,Comunidad de Madrid,28019,2,0,0,4,1.0,1.0,2.0,4,,48.0,,12.0,2,2,30,7,16,16,16,21,95.0,10.0,9.0,10.0,10.0,9.0,10.0,1
1.0,,106,2,0,Comunidad de Madrid,28019,2,0,1,1,2.0,1.0,2.0,4,,28.0,,,1,1,1125,30,60,90,365,0,,,,,,,,0
1.0,,106,2,0,Comunidad de Madrid,28019,2,0,1,1,1.0,1.0,1.0,4,,16.0,,,1,2,15,12,42,72,347,9,89.0,10.0,9.0,10.0,10.0,9.0,9.0,2
1.0,Carabanchel,36,2,0,Comunidad de Madrid,28019,2,0,0,6,1.0,3.0,4.0,4,,35.0,,,1,2,9,0,0,0,0,2,80.0,,,,,,,0
1.0,Carabanchel,36,2,0,Comunidad de Madrid,28019,2,0,1,1,2.0,1.0,1.0,4,,18.0,,,1,15,1125,0,0,26,301,0,,,,,,,,0
2.0,Carabanchel,76,2,0,Comunidad de Madrid,28019,2,1,1,1,1.0,1.0,1.0,4,,16.0,,10.0,1,1,1125,0,0,6,281,0,,,,,,,,0
1.0,,123,2,0,Comunidad de Madrid,28025,2,0,1,2,1.0,1.0,2.0,4,,25.0,,,1,1,1125,18,48,78,353,27,81.0,9.0,9.0,8.0,9.0,7.0,8.0,0
1.0,,114,3,0,Community of Madrid,,2,0,0,4,2.0,2.0,3.0,4,,98.0,200.0,36.0,4,2,1125,12,31,46,136,6,90.0,9.0,9.0,10.0,10.0,10.0,10.0,0
2.0,Malasaña,114,3,0,Comunidad de Madrid,28004,2,0,0,4,1.0,0.0,3.0,4,,55.0,,15.0,5,2,90,9,20,46,321,3,73.0,9.0,8.0,10.0,10.0,10.0,7.0,2
2.0,,114,3,0,Comunidad de Madrid,28004,2,0,1,2,1.0,1.0,1.0,4,,61.0,103.0,33.0,1,3,15,22,52,75,75,0,,,,,,,,0
2.0,Malasaña,114,3,0,Community of Madrid,28004,2,0,0,6,1.0,2.0,3.0,4,,80.0,,50.0,2,4,30,5,11,19,19,126,95.0,10.0,9.0,10.0,10.0,10.0,9.0,2
1.0,Malasaña,114,3,0,Comunidad de Madrid,28004,2,1,1,2,2.0,1.0,1.0,4,,42.0,,10.0,1,3,1125,3,28,55,145,15,95.0,10.0,10.0,10.0,10.0,10.0,9.0,2
3.0,Malasaña,114,3,0,Madrid,28004,2,0,0,4,1.0,1.0,2.0,4,,64.0,150.0,,2,3,365,0,0,6,281,123,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1
4.0,Malasaña,114,3,0,Community of Madrid,28004,2,14,0,4,1.0,1.0,2.0,4,,69.0,100.0,39.0,2,1,30,16,42,72,335,15,93.0,10.0,9.0,10.0,10.0,9.0,9.0,1
1.0,Malasaña,114,3,0,Comunidad de Madrid,28015,2,0,0,3,1.0,1.0,1.0,4,,70.0,150.0,24.0,2,2,1125,12,42,63,166,5,92.0,10.0,10.0,10.0,10.0,10.0,9.0,0
2.0,,114,3,0,Community of Madrid,28004,2,0,0,3,1.0,0.0,2.0,4,,79.0,,30.0,2,2,1125,4,4,4,4,33,93.0,9.0,10.0,10.0,10.0,10.0,9.0,1
1.0,Malasaña,114,3,0,Comunidad de Madrid,28004,2,0,0,3,1.0,1.0,1.0,4,,59.0,100.0,28.0,2,2,1125,1,8,8,40,75,92.0,10.0,9.0,10.0,10.0,10.0,9.0,2
3.0,Malasaña,114,3,0,Madrid,28004,2,0,1,2,1.0,1.0,1.0,4,,40.0,,20.0,1,1,9,22,52,82,357,33,92.0,9.0,9.0,9.0,9.0,10.0,9.0,2
1.0,Malasaña,114,3,0,Comunidad de Madrid,28004,2,0,1,2,1.0,1.0,1.0,4,,95.0,,5.0,1,2,9,0,0,0,0,0,,,,,,,,0
9.0,,114,3,0,Comunidad de Madrid,28004,2,0,0,6,1.0,2.0,3.0,4,,90.0,100.0,40.0,4,3,1125,7,24,49,314,62,90.0,9.0,9.0,10.0,10.0,10.0,9.0,1
207.0,Malasaña,114,3,0,Comunidad de Madrid,28004,2,0,0,2,1.0,1.0,1.0,4,,99.0,150.0,30.0,1,3,1125,0,0,0,64,0,,,,,,,,2
2.0,Sol,111,3,0,Comunidad de Madrid,28012,2,0,0,6,2.0,1.0,3.0,4,,120.0,250.0,35.0,4,1,1125,2,7,18,96,45,96.0,10.0,10.0,10.0,10.0,10.0,10.0,2
3.0,Sol,111,3,0,Community of Madrid,28005,2,0,0,2,1.0,1.0,1.0,4,,80.0,,25.0,1,1,21,2,2,2,91,344,96.0,10.0,9.0,10.0,10.0,10.0,10.0,2
1.0,,111,3,0,Comunidad de Madrid,,2,0,1,1,1.0,1.0,1.0,4,,30.0,,,1,7,7,29,59,89,364,0,,,,,,,,0
4.0,,6,5,0,Comunidad de Madrid,,2,1,1,1,0.0,1.0,1.0,4,,33.0,,25.0,1,2,200,30,60,90,365,9,68.0,7.0,8.0,8.0,9.0,9.0,7.0,1
1.0,Rios Rosas,99,5,0,Comunidad de Madrid,28003,2,14,0,4,1.0,2.0,2.0,4,,55.0,,,1,2,1125,6,6,6,23,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1
1.0,Rios Rosas,99,5,0,Comunidad de Madrid,28003,2,0,0,2,1.0,1.0,1.0,4,,62.0,,,1,4,1125,7,15,15,269,3,80.0,9.0,7.0,10.0,10.0,9.0,9.0,0
1.0,Rios Rosas,99,5,0,Comunidad de Madrid,28003,2,0,0,4,1.0,2.0,3.0,4,,65.0,200.0,25.0,3,2,1125,4,12,30,292,29,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1
1.0,Rios Rosas,99,5,0,Comunidad de Madrid,28003,2,0,1,1,1.0,1.0,1.0,4,,,100.0,15.0,1,1,15,29,59,89,364,0,,,,,,,,1
1.0,Rios Rosas,99,5,0,Comunidad de Madrid,28003,2,0,0,3,1.0,2.0,1.0,4,,75.0,,30.0,2,3,1125,0,0,0,88,0,,,,,,,,1
8.0,Argüelles,16,10,0,Comunidad de Madrid,28008,2,0,1,2,0.0,1.0,1.0,4,,35.0,150.0,20.0,1,3,1125,0,11,41,316,7,94.0,10.0,10.0,10.0,10.0,10.0,10.0,1
6.0,Argüelles,16,10,0,Madrid,28008,2,9,1,1,0.0,1.0,1.0,4,0.0,30.0,500.0,50.0,1,15,365,7,37,67,342,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2
14.0,Argüelles,16,10,0,Comunidad de Madrid,28008,2,14,0,2,0.0,10.0,2.0,4,,39.0,,,1,1,1125,0,0,0,0,0,,,,,,,,0
15.0,Argüelles,16,10,0,Comunidad de Madrid,28008,2,0,0,10,3.0,4.0,5.0,4,,90.0,300.0,30.0,2,2,730,14,24,24,90,43,78.0,8.0,7.0,9.0,9.0,9.0,8.0,1
3.0,,16,10,0,Comunidad de Madrid,28008,2,0,1,1,1.0,1.0,1.0,4,,32.0,,,1,1,1125,30,60,90,365,1,60.0,10.0,6.0,10.0,10.0,10.0,10.0,0
3.0,,16,10,0,Comunidad de Madrid,28008,2,8,1,2,1.0,1.0,2.0,4,,48.0,,,1,1,1125,0,0,0,0,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0
1.0,Palos do Moguer,84,0,0,Comunidad de Madrid,28012,2,0,0,6,2.0,2.0,4.0,4,,200.0,,,1,2,1125,10,32,57,332,1,100.0,2.0,10.0,10.0,10.0,10.0,10.0,0
1.0,Palos do Moguer,84,0,0,Comunidad de Madrid,28045,2,0,1,2,1.0,1.0,1.0,4,,23.0,100.0,10.0,2,1,1125,1,15,36,305,129,85.0,8.0,8.0,9.0,9.0,10.0,9.0,0
3.0,Palos do Moguer,84,0,0,Community of Madrid,28045,2,0,0,4,1.0,1.0,2.0,4,,49.0,89.0,25.0,3,2,1125,5,17,34,115,126,83.0,8.0,8.0,10.0,10.0,9.0,9.0,1
1.0,Arganzuela,17,0,0,Comunidad de Madrid,28045,2,0,0,2,1.0,1.0,1.0,4,,79.0,,,1,2,15,3,19,49,324,13,93.0,10.0,9.0,9.0,10.0,9.0,9.0,1
1.0,Pacifico,79,13,0,Comunidad de Madrid,28007,2,0,1,1,1.0,1.0,1.0,4,,33.0,,5.0,1,2,7,0,0,0,0,0,,,,,,,,0
1.0,Pacifico,79,13,0,Comunidad de Madrid,28007,2,0,0,2,1.0,1.0,2.0,4,,40.0,100.0,25.0,1,2,1125,3,7,14,73,5,100.0,10.0,10.0,10.0,10.0,9.0,9.0,2
1.0,Pacifico,79,13,0,Comunidad de Madrid,28007,2,0,1,2,1.0,1.0,1.0,4,,30.0,,18.0,1,2,9,0,0,0,0,0,,,,,,,,1
1.0,,79,13,0,Comunidad de Madrid,28007,2,0,1,2,1.0,1.0,1.0,4,,22.0,,,1,2,1125,4,4,4,4,81,88.0,9.0,9.0,9.0,9.0,9.0,9.0,1
2.0,Pacifico,79,13,0,Comunidad de Madrid,28007,2,0,0,9,2.0,3.0,7.0,4,,120.0,150.0,,6,2,1125,9,21,31,293,80,81.0,9.0,8.0,9.0,9.0,9.0,8.0,2
1.0,Retiro,79,13,0,Community of Madrid,28014,2,0,0,6,1.0,3.0,4.0,4,807.0,91.0,100.0,40.0,1,4,17,6,10,21,230,90,96.0,10.0,10.0,10.0,10.0,9.0,10.0,1
6.0,,2,13,0,Comunidad de Madrid,28007,2,0,0,5,1.0,0.0,3.0,4,,32.0,,15.0,2,1,1125,4,14,21,144,124,88.0,10.0,9.0,9.0,9.0,9.0,9.0,1
1.0,,50,13,0,Comunidad de Madrid,28007,2,0,1,2,2.0,1.0,1.0,4,,30.0,,,1,1,1125,7,37,67,157,0,,,,,,,,0
3.0,,59,13,0,Comunidad de Madrid,28009,2,0,0,6,2.0,2.0,2.0,4,,150.0,150.0,40.0,1,1,30,16,35,59,141,4,70.0,7.0,8.0,9.0,9.0,10.0,7.0,2
4.0,Ibiza,59,13,0,Comunidad de Madrid,28009,2,8,1,1,1.0,1.0,1.0,4,,23.0,250.0,15.0,1,3,1125,0,5,35,35,8,88.0,9.0,9.0,9.0,9.0,10.0,10.0,1
1.0,Jerónimos,61,13,0,Community of Madrid,28001,2,0,1,2,1.0,1.0,2.0,4,,40.0,100.0,15.0,1,2,1125,7,37,67,342,47,91.0,9.0,9.0,10.0,10.0,10.0,9.0,1
4.0,Pacifico,61,13,0,Comunidad de Madrid,28014,2,0,0,2,1.0,0.0,1.0,4,,48.0,90.0,20.0,1,3,1125,5,8,32,304,78,97.0,10.0,10.0,10.0,10.0,10.0,10.0,2
12.0,,61,13,0,Comunidad de Madrid,28014,2,0,0,6,1.0,2.0,3.0,4,,80.0,200.0,,4,2,1125,3,12,26,177,22,92.0,10.0,9.0,10.0,10.0,10.0,10.0,2
4.0,Retiro,61,13,0,Comunidad de Madrid,28014,2,16,0,4,1.0,2.0,2.0,4,,59.0,99.0,22.0,1,1,99,3,15,37,248,39,97.0,10.0,10.0,10.0,10.0,10.0,10.0,2
4.0,Jerónimos,61,13,0,Community of Madrid,28014,2,0,1,1,2.0,1.0,1.0,4,,20.0,,,1,1,1125,0,2,5,207,133,90.0,9.0,9.0,10.0,10.0,10.0,9.0,2
1.0,,73,13,0,Comunidad de Madrid,,2,1,1,5,2.0,3.0,3.0,4,,105.0,,,1,1,1125,1,1,1,86,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0
1.0,Vallehermosa,119,5,0,Comunidad de Madrid,28003,2,0,0,8,2.0,3.0,5.0,4,,65.0,,85.0,3,8,1125,8,31,42,118,5,96.0,10.0,10.0,10.0,10.0,10.0,10.0,2
57.0,Vallehermosa,119,5,0,Comunidad de Madrid,28015,2,0,0,6,1.0,2.0,3.0,4,,85.0,100.0,30.0,2,1,28,7,31,57,146,29,88.0,9.0,8.0,8.0,8.0,9.0,9.0,1
2.0,,119,5,0,Comunidad de Madrid,28003,2,0,0,4,2.0,2.0,2.0,4,,250.0,,,1,1,1125,29,59,89,364,0,,,,,,,,0
2.0,,119,5,0,Comunidad de Madrid,,2,0,1,1,2.0,1.0,1.0,4,,75.0,,,1,1,1125,13,13,18,196,0,,,,,,,,0
9.0,Vallehermosa,119,5,0,Comunidad de Madrid,28003,2,0,0,5,1.0,1.0,2.0,4,,35.0,,30.0,4,4,1125,20,50,80,171,5,52.0,5.0,5.0,8.0,9.0,8.0,5.0,2
6.0,Almenara,7,16,0,Community of Madrid,28046,2,0,1,1,2.0,1.0,1.0,4,,31.0,,,1,1,365,6,36,66,341,26,83.0,8.0,8.0,9.0,9.0,9.0,8.0,1
46.0,Valdeacederas,115,16,0,Comunidad de Madrid,28029,2,0,0,2,1.0,0.0,1.0,4,,33.0,100.0,70.0,2,1,1125,10,40,70,345,2,60.0,7.0,7.0,9.0,9.0,8.0,7.0,1
1.0,,115,16,0,Comunidad de Madrid,28039,2,0,0,2,1.0,1.0,1.0,4,,50.0,100.0,25.0,1,4,1125,4,22,52,112,3,80.0,10.0,10.0,10.0,10.0,9.0,9.0,1
2.0,,19,16,0,Comunidad de Madrid,28039,2,0,0,4,1.0,2.0,3.0,4,,50.0,100.0,10.0,2,1,1125,7,35,65,340,1,80.0,8.0,10.0,10.0,10.0,8.0,8.0,0
1.0,Berruguete,19,16,0,Comunidad de Madrid,28039,2,0,0,4,2.0,2.0,2.0,4,,60.0,,30.0,2,6,1125,0,9,20,128,15,97.0,10.0,10.0,10.0,10.0,9.0,10.0,2
2.0,Berruguete,19,16,0,Comunidad de Madrid,28039,2,0,0,3,1.0,2.0,3.0,4,,45.0,95.0,,1,5,30,0,0,0,249,2,90.0,10.0,10.0,10.0,10.0,10.0,9.0,0
1.0,Gaztambide,54,5,0,Comunidad de Madrid,28015,2,8,1,2,1.0,1.0,1.0,4,,200.0,,,1,1,1125,29,59,89,364,0,,,,,,,,0
1.0,Gaztambide,54,5,0,Comunidad de Madrid,28015,2,0,1,2,1.0,1.0,1.0,4,,45.0,,,1,2,1125,10,40,70,160,5,96.0,10.0,10.0,10.0,10.0,9.0,10.0,1
4.0,Gaztambide,54,5,0,Comunidad de Madrid,28015,2,0,1,2,1.0,1.0,1.0,4,,18.0,,,1,1,1125,0,0,0,160,19,83.0,9.0,8.0,10.0,10.0,9.0,9.0,1
1.0,Gaztambide,54,5,0,Comunidad de Madrid,28015,2,0,0,12,2.0,5.0,6.0,4,,125.0,,20.0,1,2,31,12,21,51,143,0,,,,,,,,1
38.0,Gaztambide,54,5,0,Comunidad de Madrid,28015,2,0,1,1,1.0,1.0,1.0,4,,29.0,200.0,30.0,1,7,1125,0,0,8,283,0,,,,,,,,2
1.0,,13,5,0,Comunidad de Madrid,28015,2,0,1,2,1.0,1.0,2.0,4,,30.0,,,1,2,4,9,39,69,69,6,97.0,10.0,10.0,10.0,10.0,10.0,10.0,2
1.0,Arapiles,13,5,0,Comunidad de Madrid,28015,2,0,1,1,1.0,1.0,1.0,4,,20.0,,10.0,1,2,1125,0,0,0,37,2,,,,,,,,0
26.0,Arapiles,13,5,0,Comunidad de Madrid,28015,2,0,0,2,1.0,0.0,1.0,4,,47.0,,,1,2,30,0,0,0,267,0,,,,,,,,2
26.0,Arapiles,13,5,0,Community of Madrid,28015,2,0,0,3,1.0,1.0,3.0,4,,60.0,,,1,2,30,7,24,45,317,1,20.0,4.0,8.0,10.0,10.0,10.0,4.0,2
1.0,Arapiles,13,5,0,Comunidad de Madrid,28015,2,0,0,4,1.0,1.0,2.0,4,,70.0,100.0,25.0,1,1,1125,0,2,32,307,3,87.0,10.0,9.0,10.0,10.0,9.0,9.0,1
1.0,Carabanchel,123,2,0,Comunidad de Madrid,28025,2,0,0,4,1.0,1.0,2.0,4,,35.0,90.0,16.0,1,2,20,24,54,84,170,12,80.0,10.0,7.0,9.0,9.0,8.0,8.0,0
2.0,Carabanchel,94,2,0,Comunidad de Madrid,28025,2,14,1,1,1.0,1.0,1.0,4,,14.0,200.0,,1,1,1125,6,6,22,169,0,,,,,,,,0
2.0,Carabanchel,94,2,0,Community of Madrid,28025,2,0,1,2,1.0,1.0,1.0,4,,20.0,,5.0,1,1,15,14,41,71,343,96,92.0,10.0,10.0,10.0,10.0,8.0,9.0,1
1.0,Carabanchel,94,2,0,Community of Madrid,28025,2,0,1,2,1.0,1.0,2.0,4,,18.0,,,1,1,60,5,24,24,266,16,96.0,10.0,10.0,10.0,10.0,9.0,10.0,0
3.0,,105,17,0,Comunidad de Madrid,28041,2,0,1,2,1.0,1.0,1.0,4,,26.0,200.0,,1,2,365,5,8,30,303,7,89.0,9.0,8.0,9.0,9.0,8.0,9.0,1
2.0,Usera,105,17,0,Comunidad de Madrid,28041,2,0,1,2,1.0,1.0,1.0,4,,20.0,,,1,2,1125,11,32,57,111,28,94.0,9.0,10.0,10.0,10.0,9.0,9.0,1
2.0,,105,17,0,Comunidad de Madrid,28041,2,1,1,2,1.0,1.0,1.0,4,,25.0,,,1,2,1125,5,9,30,115,34,86.0,9.0,8.0,9.0,9.0,9.0,9.0,1
3.0,,105,17,0,Comunidad de Madrid,28041,2,0,0,4,1.0,2.0,3.0,4,,80.0,,,1,1,1125,30,60,87,177,0,,,,,,,,0
2.0,Usera,8,17,0,Comunidad de Madrid,28026,2,0,0,6,1.0,3.0,3.0,4,,147.0,,27.0,1,1,1125,26,56,86,87,0,,,,,,,,0
1.0,,72,17,0,Comunidad de Madrid,28026,2,0,1,1,1.0,1.0,1.0,4,,18.0,,,1,3,1125,0,30,60,335,0,,,,,,,,2
0.0,,72,17,0,Comunidad de Madrid,28026,2,0,1,2,2.0,1.0,1.0,4,,20.0,,,1,2,1125,20,50,80,355,2,80.0,9.0,9.0,8.0,9.0,7.0,8.0,0
4.0,Puente de Vallecas,90,12,0,Community of Madrid,28018,2,0,1,1,1.0,1.0,1.0,4,0.0,26.0,300.0,10.0,1,2,365,18,48,78,319,2,80.0,9.0,6.0,9.0,9.0,6.0,9.0,2
1.0,Puente de Vallecas,104,12,0,Comunidad de Madrid,28053,2,0,0,3,1.0,1.0,1.0,4,,40.0,,,2,1,1125,0,0,0,0,4,90.0,10.0,9.0,10.0,10.0,9.0,10.0,0
2.0,Puente de Vallecas,104,12,0,Comunidad de Madrid,28053,2,0,1,1,1.0,1.0,1.0,4,,15.0,,,1,1,365,17,29,50,50,99,91.0,9.0,10.0,10.0,9.0,9.0,9.0,2
1.0,,104,12,0,Comunidad de Madrid,28053,2,0,0,2,1.0,1.0,1.0,4,,39.0,100.0,,1,2,1125,7,7,14,14,4,95.0,10.0,10.0,10.0,10.0,9.0,9.0,1
2.0,Puente de Vallecas,104,12,0,Comunidad de Madrid,28053,2,0,0,3,1.0,2.0,2.0,4,,50.0,300.0,30.0,2,5,1125,17,17,21,296,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2
6.0,,104,12,0,Comunidad de Madrid,28053,2,14,1,2,1.0,1.0,1.0,4,,45.0,,,1,1,1125,30,60,90,365,1,60.0,8.0,10.0,8.0,8.0,8.0,6.0,0
1.0,,82,12,0,Comunidad de Madrid,28018,2,0,1,2,1.0,1.0,1.0,4,,20.0,,,1,1,15,23,53,83,83,27,91.0,9.0,9.0,9.0,10.0,8.0,9.0,0
1.0,Puente de Vallecas,83,12,0,Comunidad de Madrid,28018,2,0,1,1,1.0,,1.0,4,,15.0,,,1,1,7,10,40,70,71,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0
1.0,,121,6,0,Comunidad de Madrid,28017,2,0,1,1,1.0,1.0,1.0,4,,15.0,,6.0,1,1,5,3,3,3,3,9,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0
1.0,,121,6,0,Comunidad de Madrid,28007,2,9,1,1,1.0,1.0,1.0,4,,35.0,100.0,8.0,1,1,5,29,59,89,364,0,,,,,,,,0
1.0,,121,6,0,Madrid,28027,2,1,1,2,1.0,1.0,1.0,4,,23.0,,,1,1,1125,0,0,0,0,0,,,,,,,,0
1.0,Ciudad Lineal,121,6,0,Comunidad de Madrid,28017,2,0,1,1,1.0,1.0,1.0,4,,17.0,,,1,1,1125,24,54,84,359,39,92.0,9.0,9.0,9.0,10.0,9.0,9.0,0
1.0,Ciudad Lineal,93,6,0,Comunidad de Madrid,28017,2,0,0,7,1.0,3.0,4.0,4,,80.0,300.0,50.0,6,2,1125,3,10,32,282,28,93.0,10.0,10.0,10.0,10.0,9.0,10.0,1
1.0,Ciudad Lineal,37,6,0,Madrid,28027,2,0,0,4,1.0,2.0,3.0,4,,49.0,500.0,20.0,2,1,1125,9,27,49,135,67,99.0,10.0,10.0,10.0,10.0,9.0,10.0,0
2.0,,35,6,0,Comunidad de Madrid,28043,2,14,0,5,2.0,2.0,3.0,4,,100.0,300.0,30.0,2,2,1125,0,6,36,36,5,100.0,10.0,10.0,10.0,10.0,9.0,10.0,2
2.0,Ciudad Lineal,40,6,0,Community of Madrid,28033,2,0,0,4,2.0,2.0,2.0,4,0.0,85.0,200.0,30.0,4,25,1125,30,60,90,365,6,87.0,10.0,9.0,6.0,8.0,10.0,8.0,2
1.0,Ciudad Lineal,40,6,0,Comunidad de Madrid,28033,2,1,1,1,1.0,1.0,1.0,4,,21.0,150.0,,1,15,1125,28,58,88,88,0,,,,,,,,0
2.0,,40,6,0,Comunidad de Madrid,28033,2,15,0,4,1.0,1.0,4.0,4,,80.0,200.0,65.0,2,5,1125,5,35,65,340,8,98.0,10.0,10.0,10.0,10.0,10.0,10.0,2
5.0,Hortaleza,81,8,0,Comunidad de Madrid,28042,2,12,1,2,1.0,1.0,1.0,4,,65.0,,,2,1,1125,30,60,90,364,5,96.0,10.0,10.0,10.0,10.0,9.0,9.0,0
1.0,Hortaleza,23,8,0,Comunidad de Madrid,28043,2,0,1,2,1.0,1.0,2.0,4,,40.0,,,1,1,1125,0,0,0,0,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0
2.0,Hortaleza,23,8,0,Comunidad de Madrid,28043,2,14,1,1,1.0,1.0,1.0,4,,30.0,,,1,2,30,23,53,83,358,13,94.0,10.0,10.0,10.0,10.0,10.0,10.0,0
1.0,,103,20,0,Comunidad de Madrid,28021,2,0,1,2,1.0,1.0,1.0,4,,23.0,,,1,2,1125,8,8,8,8,12,95.0,9.0,10.0,10.0,10.0,8.0,9.0,0
1.0,Hortaleza,116,8,0,Comunidad de Madrid,28050,2,0,1,2,1.0,1.0,2.0,4,,60.0,,,1,1,1125,28,58,88,363,0,,,,,,,,0
2.0,Hortaleza,116,8,0,Community of Madrid,28050,2,1,1,2,0.5,1.0,2.0,4,,21.0,100.0,20.0,1,2,1125,24,54,84,359,13,71.0,7.0,7.0,8.0,8.0,9.0,8.0,2
3.0,,32,0,0,Community of Madrid,28045,2,0,1,1,1.0,1.0,1.0,4,,19.0,,,1,1,1125,28,58,88,363,5,92.0,9.0,10.0,10.0,9.0,10.0,10.0,0
1.0,La Chopera,32,0,0,Comunidad de Madrid,28045,2,0,1,1,1.0,1.0,1.0,4,,25.0,,,1,1,1125,29,59,89,364,1,,,,,,,,0
32.0,La Chopera,32,0,0,Community of Madrid,28045,2,0,1,6,2.0,4.0,6.0,4,,23.0,100.0,22.0,1,4,444,24,54,84,359,4,67.0,7.0,7.0,8.0,7.0,7.0,7.0,2
3.0,,32,0,0,Comunidad de Madrid,28045,2,0,1,1,1.0,1.0,1.0,4,,22.0,,,1,1,1125,23,53,83,358,3,100.0,10.0,9.0,10.0,10.0,10.0,10.0,1
1.0,Delicias,44,0,0,Comunidad de Madrid,28045,2,0,0,2,1.0,0.0,1.0,4,,49.0,,,1,1,1125,3,3,21,283,104,94.0,10.0,9.0,10.0,10.0,9.0,10.0,1
